FIRMWARE VERSION: 1979
Freq, i_avg, r_avg, i_qf_avg, r_qf_avg, i_i_avg, r_i_avg, i_q_avg, r_q_avg
[ANTENNA_MEASUREMENT_VALUE_0]
2400.000,  63, 168, 254, 252,    0,  -16,   19,  -24
2401.000,  84, 183, 254, 253,  -10,   -6,   18,  -25
2402.000,  91, 188, 252, 252,  -13,   -2,   17,  -24
2403.000,  97, 188, 251, 253,  -16,   -3,   15,  -25
2404.000,  95, 190, 254, 254,  -17,   -1,   18,  -26
2405.000,  94, 184, 254, 252,  -18,   -5,   20,  -27
2406.000,  88, 184, 254, 255,  -17,   -6,   26,  -31
2407.000,  80, 183, 253, 251,  -13,   -8,   34,  -34
2408.000,  68, 183, 254, 250,   -4,   -8,   39,  -39
2409.000,  59, 185, 250, 252,    5,   -7,   38,  -45
2410.000,  51, 191, 252, 249,   12,   -1,   37,  -49
2411.000,  43, 194, 253, 254,   20,    2,   35,  -49
2412.000,  33, 194, 255, 252,   28,    2,   29,  -48
2413.000,  24, 194, 253, 250,   32,    3,   21,  -51
2414.000,  20, 196, 255, 252,   32,    5,   17,  -50
2415.000,  15, 196, 250, 251,   37,    5,   14,  -49
2416.000,   8, 191, 251, 254,   43,   -2,    8,  -46
2417.000, 254, 188, 253, 251,   46,   -5,   -3,  -50
2418.000, 246, 183, 252, 250,   48,  -13,  -12,  -54
2419.000, 237, 185, 253, 251,   47,  -10,  -24,  -58
2420.000, 230, 184, 255, 253,   48,  -12,  -35,  -62
2421.000, 222, 185, 251, 251,   45,  -12,  -49,  -66
2422.000, 212, 184, 250, 253,   35,  -14,  -66,  -74
2423.000, 201, 186, 250, 252,   17,  -12,  -81,  -85
2424.000, 189, 189, 255, 253,   -7,   -8,  -91,  -95
2425.000, 175, 191, 250, 254,  -38,   -2,  -89, -106
2426.000, 161, 195, 248, 248,  -68,    9,  -73, -116
2427.000, 149, 201, 255, 254,  -88,   26,  -50, -122
2428.000, 135, 206, 252, 251,  -97,   42,  -18, -120
2429.000, 124, 209, 252, 248,  -95,   53,    9, -117
2430.000, 111, 212, 251, 255,  -87,   60,   38, -111
2431.000, 102, 216, 254, 252,  -74,   67,   56, -102
2432.000,  90, 219, 253, 248,  -56,   76,   74,  -95
2433.000,  79, 222, 252, 252,  -32,   80,   82,  -87
2434.000,  71, 228, 253, 249,  -14,   92,   82,  -76
2435.000,  61, 230, 252, 252,    5,   90,   77,  -67
2436.000,  53, 233, 253, 251,   20,   90,   72,  -56
2437.000,  44, 234, 254, 253,   33,   85,   64,  -50
2438.000,  37, 234, 251, 250,   44,   82,   56,  -49
2439.000,  29, 234, 252, 255,   57,   79,   48,  -47
2440.000,  20, 233, 254, 251,   71,   76,   37,  -49
2441.000,   6, 232, 254, 251,   83,   79,   13,  -52
2442.000, 247, 234, 252, 250,   82,   87,  -19,  -51
2443.000, 234, 237, 248, 251,   71,   95,  -41,  -48
2444.000, 220, 241, 253, 254,   47,  100,  -57,  -38
2445.000, 211, 249, 250, 253,   30,  102,  -60,  -17
2446.000, 201, 255, 254, 253,   12,   94,  -56,    0
2447.000, 192,   4, 246, 252,    0,   84,  -50,    7
2448.000, 182,   7, 254, 249,  -10,   71,  -41,   12
2449.000, 179,   7, 250, 251,  -11,   62,  -33,   11
2450.000, 174,   8, 253, 251,  -13,   52,  -28,   10
2451.000, 173,   3, 253, 252,  -13,   44,  -26,    4
2452.000, 167, 255, 252, 253,  -16,   39,  -23,    0
2453.000, 166, 249, 250, 252,  -15,   36,  -20,   -6
2454.000, 166, 243, 252, 253,  -16,   33,  -22,  -11
2455.000, 162, 237, 252, 251,  -21,   28,  -23,  -14
2456.000, 154, 228, 253, 252,  -29,   26,  -21,  -22
2457.000, 146, 225, 252, 252,  -33,   28,  -15,  -28
2458.000, 142, 228, 251, 254,  -35,   34,  -13,  -29
2459.000, 137, 229, 254, 253,  -40,   36,   -9,  -27
2460.000, 127, 225, 251, 252,  -46,   34,    0,  -32
2461.000, 118, 223, 252, 255,  -47,   35,   12,  -37
2462.000, 110, 223, 253, 251,  -45,   39,   22,  -41
2463.000, 101, 224, 253, 252,  -42,   42,   32,  -43
2464.000,  93, 225, 251, 254,  -36,   45,   41,  -42
2465.000,  84, 225, 252, 248,  -28,   47,   54,  -45
2466.000,  72, 222, 253, 251,  -12,   46,   63,  -50
2467.000,  61, 223, 254, 253,    5,   51,   65,  -54
2468.000,  55, 229, 252, 253,   14,   61,   63,  -49
2469.000,  47, 230, 251, 253,   27,   64,   62,  -48
2470.000,  40, 233, 254, 253,   41,   66,   61,  -43
2471.000,  31, 232, 253, 252,   59,   69,   55,  -45
2472.000,  17, 232, 253, 253,   76,   74,   35,  -49
2473.000,   7, 234, 254, 254,   84,   84,   14,  -49
2474.000, 252, 238, 250, 254,   85,   92,   -8,  -43
2475.000, 241, 241, 252, 253,   82,   97,  -31,  -36
2476.000, 230, 244, 254, 254,   71,   99,  -53,  -30
2477.000, 218, 246, 252, 253,   53,  102,  -71,  -26
2478.000, 208, 249, 253, 252,   32,  106,  -78,  -19
2479.000, 198, 252, 250, 251,   12,  106,  -83,   -9

[ANTENNA_MEASUREMENT_VALUE_1]
2400.000, 150,   9, 252, 251,  -20,   31,  -12,    7
2401.000, 140,   5, 252, 255,  -22,   29,   -7,    3
2402.000, 129,   1, 254, 252,  -23,   29,   -1,    1
2403.000, 121, 255, 254, 252,  -22,   29,    4,    0
2404.000, 112, 255, 254, 254,  -22,   29,    9,    0
2405.000, 102, 255, 254, 252,  -19,   28,   14,    0
2406.000,  92,   0, 253, 253,  -14,   29,   17,    0
2407.000,  84,   3, 250, 253,  -10,   29,   18,    2
2408.000,  79,   6, 254, 251,   -7,   27,   19,    4
2409.000,  72,   5, 254, 254,   -4,   25,   20,    3
2410.000,  63,   4, 248, 254,    0,   25,   20,    2
2411.000,  57,   5, 252, 252,    3,   25,   20,    3
2412.000,  49,   5, 252, 253,    7,   24,   17,    3
2413.000,  43,   4, 252, 252,    9,   24,   17,    2
