Freq, i_avg, r_avg, i_qf_avg, r_qf_avg, i_i_avg, r_i_avg, i_q_avg, r_q_avg
[ANTENNA_MEASUREMENT_VALUE_0]
2400.000,  35, 148, 254, 253,   11,  -24,   12,  -13
2401.000, 223,  88, 252, 253,   12,  -16,  -12,   24
2402.000, 148,  21, 251, 252,  -14,   26,   -8,   15
2403.000,  72, 207, 255, 251,   -3,   11,   15,  -29
2404.000, 249, 134, 253, 253,   15,  -29,   -3,   -4
2405.000, 168,  58, 253, 252,   -9,    4,  -13,   28
2406.000,  85, 234, 254, 255,   -8,   24,   15,  -14
2407.000,   1, 155, 253, 252,   18,  -24,    0,  -18
2408.000, 172,  78, 254, 253,   -9,  -10,  -17,   30
2409.000,  88,   0, 253, 248,  -11,   33,   17,    0
2410.000,   3, 179, 252, 254,   21,  -11,    1,  -33
2411.000, 172, 103, 253, 253,  -11,  -30,  -20,   22
2412.000,  85,  25, 253, 252,  -12,   32,   21,   23
2413.000, 252, 205, 253, 254,   25,   13,   -3,  -40
2414.000, 164, 129, 253, 255,  -16,  -46,  -19,    0
2415.000,  76,  54, 253, 255,   -7,   12,   24,   46
2416.000, 246, 233, 252, 251,   24,   39,   -6,  -25
2417.000, 158, 156, 252, 253,  -18,  -35,  -16,  -30
2418.000,  74,  78, 250, 255,   -6,  -15,   23,   43
2419.000, 245,   0, 251, 255,   24,   45,   -6,    0
2420.000, 162, 178, 252, 253,  -18,  -15,  -19,  -42
2421.000,  78, 100, 251, 253,   -9,  -35,   28,   29
2422.000, 247,  21, 253, 251,   32,   43,   -7,   24
2423.000, 157, 199, 250, 255,  -27,    9,  -23,  -54
2424.000,  68, 122, 251, 255,   -3,  -60,   37,    9
2425.000, 233,  47, 252, 254,   33,   26,  -20,   61
2426.000, 144, 230, 253, 251,  -36,   56,  -15,  -42
2427.000,  54, 155, 253, 250,    9,  -57,   37,  -44
2428.000, 221,  81, 251, 254,   25,  -28,  -29,   66
2429.000, 132,   4, 252, 255,  -36,   72,   -3,    7
2430.000,  43, 185, 251, 252,   18,  -11,   32,  -69
2431.000, 212, 108, 251, 254,   17,  -60,  -31,   31
2432.000, 125,  35, 251, 253,  -35,   45,    3,   51
2433.000,  38, 215, 252, 255,   19,   36,   27,  -57
2434.000, 212, 142, 250, 252,   15,  -62,  -28,  -21
2435.000, 126,  64, 254, 248,  -32,   -1,    2,   61
2436.000,  40, 241, 252, 251,   18,   56,   28,  -21
2437.000, 209, 163, 251, 252,   14,  -40,  -31,  -45
2438.000, 122,  84, 254, 251,  -36,  -30,    5,   54
2439.000,  34,   7, 253, 250,   26,   63,   29,   11
2440.000, 201, 185, 250, 248,    9,  -12,  -40,  -67
2441.000, 108, 107, 252, 252,  -36,  -63,   20,   35
2442.000,  18,  35, 252, 254,   37,   50,   18,   58
2443.000, 184, 216, 251, 254,   -7,   44,  -39,  -64
2444.000,  97, 146, 251, 250,  -27,  -69,   25,  -33
2445.000,   9,  71, 251, 254,   34,  -13,    7,   72
2446.000, 178, 254, 254, 254,  -11,   68,  -30,   -3
2447.000,  90, 179, 252, 252,  -18,  -20,   24,  -60
2448.000,   2, 102, 252, 254,   27,  -47,    1,   35
2449.000, 174,  27, 249, 253,  -10,   44,  -22,   34
2450.000,  90, 207, 254, 254,  -13,   18,   18,  -47
2451.000,   9, 127, 253, 255,   22,  -44,    5,    1
2452.000, 180,  47, 253, 251,   -7,   17,  -22,   37
2453.000,  94, 221, 253, 250,  -16,   27,   17,  -31
2454.000,   5, 140, 253, 254,   23,  -40,    3,  -12
2455.000, 176,  63, 252, 253,   -9,    1,  -21,   42
2456.000,  91, 241, 252, 252,  -14,   40,   18,  -15
2457.000,   5, 164, 253, 255,   23,  -27,    3,  -33
2458.000, 177,  88, 253, 255,   -8,  -23,  -21,   35
2459.000,  95,  11, 254, 253,  -15,   40,   16,   11
2460.000,  10, 188, 253, 253,   24,   -4,    6,  -39
2461.000, 178, 107, 253, 254,   -8,  -35,  -25,   20
2462.000,  90,  28, 251, 255,  -16,   34,   22,   28
2463.000,   2, 206, 252, 255,   28,   16,    1,  -44
2464.000, 170, 131, 251, 251,  -15,  -49,  -24,   -3
2465.000,  82,  54, 253, 253,  -12,   11,   25,   48
2466.000, 248, 233, 254, 251,   27,   42,   -5,  -27
2467.000, 162, 157, 253, 251,  -18,  -38,  -20,  -32
2468.000,  76,  83, 252, 252,   -8,  -22,   25,   43
2469.000, 247,   5, 254, 255,   25,   48,   -6,    6
2470.000, 166, 186, 255, 252,  -15,   -6,  -20,  -46
2471.000,  79, 108, 251, 255,  -10,  -40,   25,   21
2472.000, 247,  30, 253, 253,   28,   34,   -6,   30
2473.000, 160, 207, 250, 251,  -21,   17,  -21,  -45
2474.000,  72, 131, 252, 253,   -6,  -50,   30,   -4
2475.000, 239,  55, 252, 253,   29,   11,  -13,   51
2476.000, 149, 236, 252, 253,  -29,   48,  -16,  -26
2477.000,  58, 159, 253, 252,    5,  -40,   32,  -39
2478.000, 224,  86, 253, 253,   21,  -29,  -22,   50
2479.000, 138,  13, 253, 250,  -29,   54,   -7,   17

[ANTENNA_MEASUREMENT_VALUE_1]
2400.000,   3, 150, 250, 254,   40,  -28,    3,  -17
2401.000, 171,  66, 254, 253,  -21,   -1,  -37,   33
2402.000,  81, 242, 251, 251,  -17,   33,   40,  -12
2403.000, 250, 164, 254, 252,   40,  -23,   -6,  -28
2404.000, 166,  89, 254, 254,  -24,  -21,  -33,   31
2405.000,  80,  12, 254, 254,  -16,   33,   38,   10
2406.000, 251, 188, 254, 254,   43,   -3,   -5,  -35
2407.000, 166, 111, 251, 251,  -26,  -33,  -35,   14
2408.000,  79,  32, 250, 252,  -16,   26,   43,   26
2409.000, 246, 212, 253, 255,   46,   18,  -12,  -33
2410.000, 156, 136, 250, 252,  -34,  -40,  -29,   -8
2411.000,  72,  63, 253, 254,   -8,    1,   41,   42
2412.000, 242, 244, 250, 253,   36,   37,  -13,  -11
2413.000, 161, 167, 254, 255,  -27,  -21,  -28,  -29
2414.000,  74,  88, 253, 250,   -9,  -18,   39,   28
2415.000, 243,   7, 250, 253,   41,   34,  -13,    5
2416.000, 152, 184, 253, 249,  -36,   -7,  -24,  -34
2417.000,  65, 106, 252, 255,   -1,  -32,   40,   19
2418.000, 234,  31, 252, 255,   32,   27,  -19,   26
2419.000, 150, 210, 253, 253,  -30,   15,  -18,  -32
2420.000,  68, 133, 254, 254,   -3,  -32,   36,   -4
2421.000, 240,  54, 254, 253,   34,    8,  -14,   30
2422.000, 157, 230, 250, 254,  -28,   25,  -24,  -18
2423.000,  74, 152, 254, 252,  -10,  -26,   39,  -17
2424.000, 242,  72, 253, 254,   41,   -6,  -14,   31
2425.000, 155, 248, 251, 252,  -35,   34,  -28,   -7
2426.000,  68, 172, 252, 254,   -4,  -18,   46,  -33
2427.000, 235,  95, 251, 252,   40,  -26,  -23,   29
2428.000, 148,  18, 253, 254,  -40,   36,  -21,   17
2429.000,  61, 198, 251, 251,    3,    6,   44,  -40
2430.000, 230, 120, 251, 254,   34,  -39,  -26,    8
2431.000, 146,  44, 249, 253,  -39,   18,  -18,   34
2432.000,  62, 222, 254, 250,    2,   25,   44,  -28
2433.000, 236, 143, 253, 253,   41,  -35,  -22,  -13
2434.000, 150,  65, 252, 250,  -42,   -1,  -26,   38
2435.000,  63, 240, 252, 255,    1,   37,   53,  -15
2436.000, 232, 163, 253, 254,   47,  -28,  -31,  -33
2437.000, 146,  85, 254, 255,  -54,  -23,  -25,   40
2438.000,  57,  10, 253, 251,   10,   48,   64,   11
2439.000, 225, 188, 252, 249,   50,   -5,  -48,  -51
2440.000, 134, 112, 251, 253,  -72,  -52,  -11,   21
2441.000,  41,  35, 249, 248,   39,   39,   62,   45
2442.000, 206, 217, 248, 253,   25,   36,  -68,  -52
2443.000, 118, 146, 250, 254,  -67,  -57,   16,  -27
2444.000,  33,  73, 249, 247,   46,  -13,   47,   61
2445.000, 200, 255, 252, 253,   11,   60,  -60,   -2
2446.000, 114, 181, 252, 253,  -53,  -15,   19,  -55
2447.000,  28, 106, 252, 254,   42,  -45,   35,   27
2448.000, 200,  29, 252, 253,   10,   37,  -53,   32
2449.000, 112, 206, 252, 250,  -50,   16,   20,  -44
2450.000,  24, 127, 250, 255,   44,  -46,   29,    1
2451.000, 193,  51, 251, 253,    1,   14,  -51,   45
2452.000, 106, 230, 253, 255,  -41,   37,   24,  -27
2453.000,  21, 154, 253, 254,   40,  -35,   23,  -26
